"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.032524656E1,9.314061999E-1,-1.014138031E1,-2.221735716E0
4.032764254E1,7.875377536E-1,-9.981060982E0,-2.525923491E0
4.033003848E1,6.367899179E-1,-9.823135376E0,-2.841775894E0
4.033243359E1,4.812564552E-1,-9.758230209E0,-3.186641455E0
4.033482874E1,2.608176768E-1,-9.736694336E0,-3.488137245E0
4.033722473E1,-1.435693540E-2,-9.660123825E0,-3.715754509E0
4.033962067E1,-3.209373355E-1,-9.638588905E0,-3.844966888E0
4.034201583E1,-6.008976102E-1,-9.643374443E0,-3.873680830E0
4.034441098E1,-9.002995491E-1,-9.650552750E0,-3.746861219E0
4.034680692E1,-1.268794179E0,-9.763015747E0,-3.497708559E0
4.034920286E1,-1.699801445E0,-9.918848038E0,-3.215355396E0
4.035159801E1,-2.188236237E0,-1.012941647E1,-2.901596546E0
4.035399317E1,-2.695813894E0,-1.038574791E1,-2.511267424E0
4.035638916E1,-3.090928555E0,-1.064417267E1,-2.011167526E0
4.035878510E1,-3.397209883E0,-1.089063358E1,-1.467697620E0
4.036118025E1,-3.691826344E0,-1.113500023E1,-8.428717852E-1
4.036357541E1,-4.053142548E0,-1.147717381E1,-3.209373355E-1
4.036597140E1,-4.275974274E0,-1.180289650E1,1.316052526E-1
4.036836734E1,-4.326223373E0,-1.218604755E1,5.985047817E-1
4.037076244E1,-4.848157883E0,-1.249950695E1,1.216152072E0
4.037315760E1,-5.097011566E0,-1.280608749E1,1.618445396E0
4.037555359E1,-5.199902534E0,-1.311954784E1,1.876870275E0
4.037794952E1,-5.379663467E0,-1.347398472E1,2.135594130E0
4.038034468E1,-5.520840168E0,-1.374676609E1,2.327019930E0
4.038273984E1,-5.597410202E0,-1.408684635E1,2.324627161E0
4.038513577E1,-5.626124382E0,-1.434317684E1,2.283949137E0
4.038753171E1,-5.676373482E0,-1.454417419E1,2.166700840E0
4.038992687E1,-5.743372440E0,-1.470688629E1,2.011167526E0
4.039232202E1,-5.752943993E0,-1.481934929E1,1.879263043E0
4.039471801E1,-5.748157978E0,-1.484566975E1,1.742872238E0
4.039711395E1,-5.803193092E0,-1.478824234E1,1.604088426E0
4.039950911E1,-6.023632050E0,-1.460638809E1,1.393221021E0
4.040190426E1,-6.234200478E0,-1.458724499E1,1.060618639E0
4.040430020E1,-5.874977589E0,-1.456810284E1,7.253243923E-1
4.040669614E1,-5.106582642E0,-1.430967808E1,4.190430641E-1
4.040909130E1,-4.112963200E0,-1.396002674E1,2.536391914E-1
4.041148645E1,-3.196212769E0,-1.353619766E1,1.220339537E-1
4.041388244E1,-2.470589399E0,-1.316022587E1,-5.742774159E-2
4.041627838E1,-1.852941990E0,-1.283480167E1,-3.041875660E-1
4.041867353E1,-1.283151150E0,-1.260000610E1,-3.783650696E-1
4.042106869E1,-7.037889361E-1,-1.241336536E1,-2.994019389E-1
4.042346468E1,-1.316052526E-1,-1.232961655E1,-1.100698411E-1
4.042586062E1,4.214358926E-1,-1.233440208E1,-7.178468257E-2
4.042825572E1,9.960124493E-1,-1.241097260E1,-2.440679073E-1
4.043065093E1,1.424626827E0,-1.247557926E1,-7.492526174E-1
4.043304687E1,1.661516190E0,-1.252822113E1,-1.556231976E0
4.043544280E1,1.666301847E0,-1.254497051E1,-2.420340061E0
4.043783796E1,1.580160260E0,-1.257847023E1,-3.088535786E0
4.044023312E1,1.601695657E0,-1.255932808E1,-3.538386583E0
4.044262911E1,1.817049742E0,-1.255693531E1,-3.801896095E0
4.044502504E1,2.047059774E0,-1.261196995E1,-3.756432533E0
4.044742015E1,2.264806747E0,-1.269841099E1,-3.483351469E0
4.044981536E1,2.315055847E0,-1.273430347E1,-3.136392355E0
4.045221130E1,2.281556368E0,-1.268644619E1,-2.736491680E0
4.045460723E1,2.255235434E0,-1.257847023E1,-2.183450699E0
4.045700239E1,2.102094650E0,-1.241097260E1,-1.680658817E0
4.045939754E1,1.850549221E0,-1.215254784E1,-1.292722464E0
4.046179353E1,1.596910000E0,-1.185314560E1,-1.082154036E0
4.046418947E1,1.335793257E0,-1.148195934E1,-1.005583763E0
4.046658458E1,1.079761267E0,-1.110150051E1,-9.218349457E-1
4.046897978E1,8.572286963E-1,-1.075663471E1,-7.851449251E-1
4.047137572E1,6.080760360E-1,-1.040249729E1,-7.133602500E-1
4.047377166E1,2.153540403E-1,-9.978668213E0,-7.085745931E-1
4.047616682E1,-1.962114573E-1,-9.605089188E0,-7.660023570E-1
4.047856197E1,-5.626124144E-1,-9.277272224E0,-7.492526174E-1
4.048095796E1,-9.481559992E-1,-8.994620323E0,-6.559324861E-1
4.048335390E1,-1.225723386E0,-8.724231720E0,-5.458626747E-1
4.048574900E1,-1.436590910E0,-8.546863556E0,-3.783650696E-1
4.048814421E1,-1.568196177E0,-8.355437279E0,-2.105683982E-1
4.049054015E1,-1.673480392E0,-8.235795975E0,-2.392822690E-2
4.049293609E1,-1.812264085E0,-8.147261620E0,8.853443712E-2
4.049533124E1,-1.980060697E0,-8.120641708E0,8.853443712E-2
4.049772640E1,-2.056631088E0,-8.103892326E0,1.627119333E-1
4.050012239E1,-2.073380709E0,-8.166404724E0,2.703889608E-1
4.050251833E1,-2.059023857E0,-8.290831566E0,3.855435550E-1
4.050491343E1,-2.154736757E0,-8.384151459E0,4.334000051E-1
4.050730864E1,-2.511267424E0,-8.376973152E0,3.544368446E-1
4.050970458E1,-2.731706142E0,-8.405686378E0,3.209373355E-1
4.051210051E1,-2.822633505E0,-8.465507507E0,2.751746178E-1
4.051449567E1,-2.863311291E0,-8.530113220E0,2.057827413E-1
4.051689083E1,-2.927917719E0,-8.499007225E0,1.603191197E-1
4.051928682E1,-2.939881802E0,-8.470293045E0,1.579262912E-1
4.052168275E1,-2.961417198E0,-8.484649658E0,2.009970993E-1
4.052407786E1,-2.571387053E0,-8.609076500E0,2.488535494E-1
4.052647307E1,-2.130808592E0,-8.848658562E0,2.922234535E-1
4.052886900E1,-1.721336842E0,-9.111868858E0,3.352942765E-1
4.053126494E1,-1.323829174E0,-9.233902931E0,3.568296731E-1
4.053366010E1,-9.672985673E-1,-9.282057762E0,3.664009571E-1
4.053605525E1,-6.631109715E-1,-9.358628273E0,3.161516786E-1
4.053845124E1,-4.286143482E-1,-9.454340935E0,2.177468538E-1
4.054084718E1,-2.129612118E-1,-9.504590988E0,1.196411327E-1
4.054324228E1,-4.785645287E-3,-9.511769295E0,5.503492057E-2
4.054563749E1,1.914258115E-2,-9.375378609E0,-2.632104978E-2
4.054803343E1,-1.674975827E-2,-9.245866776E0,-1.076770201E-1
4.055042937E1,-8.135596663E-2,-9.023334503E0,-2.584248483E-1
4.055282452E1,-2.273181528E-1,-8.815158844E0,-4.094717801E-1
4.055521968E1,-2.970091105E-1,-8.537292480E0,-4.214358926E-1
4.055761567E1,-2.201396823E-1,-8.281260490E0,-3.376871049E-1
4.056001161E1,-1.579262912E-1,-8.041678429E0,-2.368894368E-1
4.056240671E1,-4.067798331E-2,-7.819146156E0,-9.810572863E-2
4.056480192E1,-6.699903309E-2,-7.589435101E0,-1.004985496E-1
4.056719786E1,-3.589234129E-2,-7.352246761E0,-9.332008660E-2
4.056959380E1,7.178467698E-3,-7.163213730E0,-5.024927482E-2
4.057198895E1,2.392822690E-2,-7.022037029E0,4.307080805E-2
4.057438411E1,-1.196411345E-2,-6.880561352E0,1.316052526E-1
4.057678010E1,-2.153540403E-2,-6.751348972E0,2.656033039E-1
4.057917603E1,-5.503492057E-2,-6.636493683E0,4.070789516E-1
4.058157114E1,-3.568296731E-1,-6.432804585E0,5.410770178E-1
4.058396635E1,-5.051847100E-1,-6.270092487E0,6.774678826E-1
4.058636228E1,-6.702894568E-1,-6.121737480E0,7.420741320E-1
4.058875822E1,-9.529415965E-1,-5.731408596E0,8.452646136E-1
4.059115338E1,-1.266401410E0,-5.286044121E0,9.361918569E-1
4.059354853E1,-1.431805253E0,-5.164010525E0,9.218349457E-1
4.059594452E1,-1.424626827E0,-5.094618320E0,8.258228898E-1
4.059834046E1,-1.539482236E0,-4.994120121E0,8.282157183E-1
4.060073562E1,-1.764407635E0,-4.790730000E0,8.282157183E-1
4.060313077E1,-2.068595171E0,-4.596612453E0,8.476574421E-1
4.060552671E1,-2.207378864E0,-4.445864677E0,8.476574421E-1
4.060792265E1,-2.384447813E0,-4.328616142E0,7.492526174E-1
4.061031780E1,-2.542673111E0,-4.273581028E0,6.487540603E-1
4.061271296E1,-2.645564556E0,-4.235296249E0,5.195416212E-1
4.061510895E1,-2.758027315E0,-4.191926003E0,4.860421121E-1
4.061750489E1,-2.877668381E0,-4.141676903E0,4.477569461E-1
4.061990004E1,-2.999702215E0,-4.050749779E0,4.334000051E-1
4.062229520E1,-3.004487991E0,-3.926322937E0,5.099703074E-1
4.062469119E1,-2.970988512E0,-3.897608995E0,5.243272781E-1
4.062708713E1,-2.985345364E0,-3.821038723E0,4.812564552E-1
4.062948223E1,-3.023630619E0,-3.749253988E0,4.405784607E-1
4.063187739E1,-3.196212769E0,-3.586242914E0,3.711866140E-1
4.063427338E1,-3.196212769E0,-3.538386583E0,2.799602449E-1
4.063666932E1,-3.073879719E0,-3.519243956E0,1.746760458E-1
4.063906447E1,-3.061915636E0,-3.476173162E0,3.110669367E-2
4.064145963E1,-3.069094181E0,-3.428316593E0,-1.172483116E-1
4.064385562E1,-3.071486950E0,-3.382853031E0,-2.416750938E-1
4.064625156E1,-2.963809967E0,-3.361317635E0,-3.065803945E-1
4.064864666E1,-2.954238653E0,-3.349353552E0,-4.070789516E-1
4.065104182E1,-2.856132984E0,-3.406781197E0,-5.267201066E-1
4.065343780E1,-2.688635349E0,-3.559921980E0,-5.985047817E-1
4.065583374E1,-2.619243383E0,-3.699004650E0,-7.492526174E-1
4.065822890E1,-2.468196630E0,-3.880859137E0,-9.194421172E-1
4.066062406E1,-2.279163599E0,-4.144069672E0,-1.051047325E0
4.066302004E1,-2.006381750E0,-4.371686935E0,-1.232901812E0
4.066541598E1,-1.783550143E0,-4.579862595E0,-1.410269856E0
4.066781109E1,-1.541875124E0,-4.747360229E0,-1.541875124E0
4.067020630E1,-1.427019596E0,-4.891228676E0,-1.644766450E0
4.067260223E1,-1.012762189E0,-5.178367138E0,-1.759621978E0
4.067499817E1,-7.995018363E-1,-5.551946640E0,-1.781157374E0
4.067739333E1,-1.309472203E0,-5.434698582E0,-1.948654890E0
4.067978848E1,-1.628016710E0,-5.226223946E0,-2.082952023E0
4.068218447E1,-1.618445396E0,-5.130510807E0,-2.257628202E0
4.068458041E1,-1.427019596E0,-5.173581600E0,-2.432304144E0
4.068697551E1,-1.307079315E0,-5.245366573E0,-2.604886532E0
4.068937072E1,-1.019940615E0,-5.398806095E0,-2.712563515E0
4.069176666E1,-7.827520967E-1,-5.664409637E0,-2.858525753E0
4.069416260E1,-9.002995491E-1,-5.812764645E0,-2.937488794E0
4.069655775E1,-1.094118118E0,-5.915955067E0,-3.040380239E0
4.069895291E1,-1.082154036E0,-6.002096653E0,-3.141177893E0
4.070134890E1,-9.960124493E-1,-6.095416546E0,-3.215355396E0
4.070374484E1,-9.601200819E-1,-6.241378784E0,-3.354139090E0
4.070613994E1,-9.577272534E-1,-6.365805626E0,-3.447459221E0
4.070853515E1,-9.050851464E-1,-6.497709751E0,-3.492922783E0
4.071093109E1,-8.258228898E-1,-6.729813576E0,-3.581457376E0
4.071332702E1,-9.050851464E-1,-6.827919483E0,-3.614956856E0
4.071572218E1,-1.005583763E0,-6.904489517E0,-3.646063566E0
4.071811734E1,-9.409775138E-1,-7.022037029E0,-3.696611881E0
4.072051333E1,-8.186444640E-1,-7.225427151E0,-3.799503326E0
4.072290926E1,-8.042874932E-1,-7.455138206E0,-3.897608995E0
4.072530437E1,-7.564310431E-1,-7.697112083E0,-4.036392689E0
4.072769958E1,-6.248258352E-1,-7.969893932E0,-4.158426762E0
4.073009551E1,-4.908277392E-1,-8.242975235E0,-4.304687977E0
4.073249145E1,-5.099703074E-1,-8.458329201E0,-4.546362877E0
4.073488661E1,-1.017547846E0,-8.594719887E0,-4.876871586E0
4.073728176E1,-1.762014747E0,-8.621041298E0,-5.235795021E0
4.073967775E1,-1.007976532E0,-9.020941734E0,-5.219045162E0
4.074207369E1,-4.190430641E-1,-9.492626190E0,-5.336592674E0
4.074446880E1,-1.770688742E-1,-1.000498962E1,-5.757729530E0
4.074686400E1,-1.962114573E-1,-1.051256752E1,-6.212665081E0
4.074925994E1,-3.113660514E-1,-1.102014446E1,-6.602993965E0
4.075165588E1,-4.310071766E-1,-1.154447174E1,-7.034001350E0
4.075405103E1,-4.980062246E-1,-1.209512043E1,-7.380960464E0
4.075644619E1,-3.592225015E-1,-1.265055466E1,-7.747361660E0
4.075884218E1,-7.178467698E-3,-1.330887985E1,-8.140083313E0
4.076123812E1,4.190430641E-1,-1.394806194E1,-8.621041298E0
4.076363327E1,7.564310431E-1,-1.466620827E1,-9.131011009E0
4.076602843E1,1.031904817E0,-1.533649731E1,-9.688838005E0
4.076842437E1,1.345364571E0,-1.600469398E1,-1.017248726E1
4.077082030E1,1.570588946E0,-1.658405495E1,-1.053649521E1
4.077321546E1,1.797907114E0,-1.716580963E1,-1.085952663E1
4.077561062E1,2.300698996E0,-1.780738640E1,-1.094357395E1
4.077800661E1,2.954238653E0,-1.837717628E1,-1.088345432E1
4.078040254E1,3.332603693E0,-1.882732582E1,-1.082602692E1
4.078279770E1,3.598206997E0,-1.904507446E1,-1.064177990E1
4.078519286E1,3.675076485E0,-1.897807503E1,-1.033519936E1
4.078758880E1,3.583850145E0,-1.859731674E1,-9.947562218E0
4.078998473E1,3.387638569E0,-1.803948975E1,-9.533304214E0
4.079237989E1,3.073879719E0,-1.730698776E1,-9.049654961E0
4.079477504E1,2.951845884E0,-1.649522209E1,-8.573184013E0
4.079717103E1,2.777169704E0,-1.561197090E1,-8.053643227E0
4.079956697E1,2.523231506E0,-1.471167183E1,-7.553243637E0
4.080196213E1,2.334198475E0,-1.377577877E1,-7.101000309E0
4.080435728E1,2.049452543E0,-1.283240891E1,-6.739385128E0
4.080675327E1,1.776371717E0,-1.189861012E1,-6.442375660E0
4.080914921E1,1.427019596E0,-1.096750259E1,-6.320342064E0
4.081154432E1,1.094118118E0,-1.008873844E1,-6.277271271E0
4.081393952E1,7.013961077E-1,-9.255437851E0,-6.229414463E0
4.081633546E1,2.392822653E-1,-8.479864120E0,-6.200700760E0
4.081873140E1,-2.273181528E-1,-7.876574039E0,-6.112166405E0
4.082112656E1,-7.588238716E-1,-7.471887589E0,-6.037988663E0
4.082352171E1,-1.362114310E0,-7.206284523E0,-5.745765209E0
4.082591770E1,-1.975275040E0,-7.156035423E0,-5.379663467E0
4.082831364E1,-2.679064035E0,-7.333104134E0,-5.075475693E0
4.083070874E1,-3.421138287E0,-7.677969456E0,-4.826622486E0
4.083310395E1,-4.196712017E0,-8.140083313E0,-4.692325115E0
4.083549989E1,-4.910371304E0,-8.721838951E0,-4.551148891E0
4.083789583E1,-5.530411243E0,-9.392127991E0,-4.383651257E0
4.084029098E1,-6.162415504E0,-1.009591675E1,-4.031607151E0
4.084268614E1,-6.770491600E0,-1.083081245E1,-3.622135162E0
4.084508213E1,-7.258926392E0,-1.161386395E1,-3.143570662E0
4.084747807E1,-7.730611801E0,-1.238225937E1,-2.540280342E0
4.084987317E1,-8.321938515E0,-1.307169056E1,-1.831406593E0
4.085226838E1,-9.028120041E0,-1.370130253E1,-1.091725349E0
4.085466432E1,-9.562018394E0,-1.448674679E1,-5.650052428E-1
4.085706025E1,-9.904491425E0,-1.537956810E1,7.178467698E-3
4.085945541E1,-1.009591675E1,-1.630858231E1,4.310071766E-1
4.086185057E1,-1.004566765E1,-1.720409584E1,8.596215248E-1
4.086424656E1,-9.696016312E0,-1.797727585E1,1.177866936E0
4.086664249E1,-9.320343018E0,-1.870738602E1,1.498804331E0
4.086903760E1,-8.977870941E0,-1.926999855E1,1.821835399E0
4.087143281E1,-8.374580383E0,-1.949761581E1,2.042274237E0
4.087382874E1,-7.895716667E0,-1.922932053E1,2.243271112E0
4.087622468E1,-7.390532017E0,-1.846331787E1,2.525923491E0
4.087861984E1,-6.734599113E0,-1.736680794E1,2.791526794E0
4.088101499E1,-5.935097694E0,-1.601905060E1,3.042773008E0
4.088341098E1,-5.137689114E0,-1.461117363E1,3.193820000E0
4.088580692E1,-4.474578381E0,-1.325623703E1,3.236890793E0
4.088820208E1,-3.950251102E0,-1.208076286E1,3.110071182E0
4.089059723E1,-3.457030535E0,-1.105364418E1,2.935096025E0
4.089299322E1,-2.839383125E0,-1.006241703E1,2.803490877E0
4.089538916E1,-2.094916344E0,-9.159725189E0,2.501696110E0
4.089778426E1,-1.479661703E0,-8.319544792E0,1.946262121E0
4.090017942E1,-9.146564603E-1,-7.603792191E0,1.029511929E0
4.090257541E1,-4.453641176E-1,-7.077072144E0,9.571290575E-3
4.090497135E1,-5.264209956E-2,-6.722635269E0,-1.077368379E0
4.090736650E1,4.812564552E-1,-6.579065800E0,-2.126022816E0
4.090976166E1,9.170492887E-1,-6.550352097E0,-2.954238653E0
4.091215765E1,1.139581800E0,-6.533602238E0,-3.311068296E0
4.091455359E1,1.350150228E0,-6.425626278E0,-3.210569859E0
4.091694869E1,1.505982757E0,-6.349055767E0,-2.774776936E0
4.091934385E1,1.687837243E0,-6.229414463E0,-1.965703845E0
4.092173984E1,1.824228168E0,-6.078666687E0,-1.027119160E0
4.092413577E1,1.750050664E0,-5.892026424E0,-8.374879509E-2
4.092653093E1,1.726122379E0,-5.731408596E0,7.492526174E-1
4.092892609E1,1.862513304E0,-5.752943993E0,1.553839207E0
4.093132208E1,1.735693693E0,-5.693123341E0,2.338984251E0
4.093371801E1,1.522732496E0,-5.444269657E0,2.968595505E0
4.093611312E1,1.347757339E0,-5.269294739E0,3.356531858E0
4.093850833E1,1.072582722E0,-5.113760948E0,3.559921980E0
4.094090426E1,7.827520967E-1,-5.051547527E0,3.602992773E0
4.094330020E1,3.927220106E-1,-5.025226593E0,3.557528973E0
4.094569536E1,-6.699903309E-2,-5.010869503E0,3.449851990E0
4.094809051E1,-5.003990531E-1,-5.025226593E0,3.277568817E0
4.095048650E1,-9.529415965E-1,-5.135296345E0,3.047558784E0
4.095288244E1,-1.398006678E0,-5.336592674E0,2.870489836E0
4.095527754E1,-1.769193292E0,-5.671587944E0,2.767598391E0
4.095767275E1,-2.099701881E0,-6.090631008E0,2.592922449E0
4.096006869E1,-2.374876499E0,-6.538387775E0,2.405983210E0
4.096246463E1,-2.583351135E0,-7.019644260E0,2.214557409E0
4.096485978E1,-2.779562712E0,-7.502994537E0,1.999203324E0
4.096725494E1,-2.872882605E0,-7.979465485E0,1.800299883E0
4.096965093E1,-2.798705101E0,-8.417651176E0,1.690230131E0
4.097204687E1,-2.631207705E0,-8.841479301E0,1.582553029E0
4.097444202E1,-2.403590441E0,-9.243474007E0,1.479661703E0
4.097683718E1,-2.114058733E0,-9.652945518E0,1.352542996E0
4.097923312E1,-1.817049742E0,-1.003848934E1,1.201795220E0
4.098162906E1,-1.477268934E0,-1.032802105E1,1.012762189E0
4.098402421E1,-1.381256819E0,-1.055563831E1,6.391827464E-1
4.098641937E1,-1.206580877E0,-1.077817059E1,2.081755698E-1
4.098881536E1,-9.649057388E-1,-1.093370438E1,-3.828516230E-2
4.099121130E1,-6.511468887E-1,-1.108953667E1,-1.004985496E-1
4.099360645E1,-1.986042857E-1,-1.124507046E1,3.110669367E-2
4.099600161E1,2.153540403E-1,-1.141735363E1,2.512463629E-1
4.099839760E1,5.219344497E-1,-1.160668564E1,3.616153300E-1
4.100079353E1,8.668000102E-1,-1.179093266E1,5.554339290E-1
4.100318864E1,1.292722464E0,-1.203978634E1,8.644071817E-1
4.100558385E1,1.378864050E0,-1.226979637E1,7.995018363E-1
4.100797978E1,1.180259824E0,-1.242054367E1,5.530411601E-1
4.101037572E1,1.110867858E0,-1.260000610E1,2.898306549E-1
4.101277088E1,9.888339639E-1,-1.274626732E1,-7.178468257E-2
4.101516603E1,7.731808424E-1,-1.277976704E1,-4.070789516E-1
4.101756202E1,6.391827464E-1,-1.280848026E1,-6.104688644E-1
4.101995796E1,6.343970895E-1,-1.280608749E1,-6.678966284E-1
4.102235307E1,6.487540603E-1,-1.278455257E1,-7.181459069E-1
4.102474827E1,6.200401783E-1,-1.271276760E1,-8.042874932E-1
4.102714421E1,5.458626747E-1,-1.257847023E1,-8.787640929E-1
4.102954015E1,5.003990531E-1,-1.237986660E1,-8.620143533E-1
4.103193531E1,5.434698462E-1,-1.218844032E1,-8.691928387E-1
4.103433046E1,5.458626747E-1,-1.194168091E1,-9.505487680E-1
4.103672645E1,4.286143482E-1,-1.166172028E1,-1.063011408E0
4.103912239E1,1.076770201E-1,-1.132403278E1,-1.240080357E0
4.104151749E1,-3.472583890E-1,-1.092173958E1,-1.316650629E0
4.104391270E1,-7.325028181E-1,-1.049581718E1,-1.218544960E0
4.104630864E1,-1.017547846E0,-1.011266708E1,-9.649057388E-1
4.104870458E1,-1.268794179E0,-9.731908798E0,-7.348956466E-1
4.105109973E1,-1.551446438E0,-9.387342453E0,-4.597210586E-1
4.105349489E1,-1.752443433E0,-9.052047729E0,-1.507478207E-1
4.105589088E1,-1.900798440E0,-8.764909744E0,1.292124242E-1
4.105828682E1,-2.037488461E0,-8.518149376E0,3.520440459E-1
4.106068197E1,-2.312663078E0,-8.374580383E0,5.171487927E-1
4.106307713E1,-2.667099953E0,-8.266902924E0,8.042874932E-1
4.106547306E1,-2.671885490E0,-8.084749222E0,1.024726272E0
4.106786900E1,-2.643171787E0,-7.936394691E0,1.156331539E0
4.107026416E1,-2.597707987E0,-7.910073280E0,1.208973646E0
4.107265932E1,-2.576172590E0,-7.941180229E0,1.240080357E0
4.107505530E1,-2.525923491E0,-7.993822098E0,1.218544960E0
4.107745124E1,-2.487339020E0,-8.056035995E0,1.151545882E0
4.107984640E1,-2.384447813E0,-8.178368568E0,1.051047325E0
4.108224156E1,-2.267199516E0,-8.324331284E0,9.505487680E-1
4.108463754E1,-2.092523336E0,-8.494221687E0,7.923234105E-1
4.108703348E1,-1.910369754E0,-8.640183449E0,6.391827464E-1
4.108942859E1,-1.675873160E0,-8.815158844E0,4.525425732E-1
4.109182380E1,-1.429412484E0,-8.994620323E0,2.922234535E-1
4.109421973E1,-1.132403374E0,-9.174081802E0,1.722832322E-1
4.109661567E1,-8.042874932E-1,-9.337093353E0,3.589234129E-2
4.109901083E1,-4.429712892E-1,-9.516554832E0,-1.196411327E-1
4.110140598E1,-1.244267747E-1,-9.679266930E0,-3.017947674E-1
4.110380197E1,1.531406492E-1,-9.827920914E0,-5.554339290E-1
4.110619791E1,3.329014480E-1,-9.914062500E0,-8.476574421E-1
4.110859301E1,5.362913609E-1,-9.985847473E0,-1.094118118E0
4.111098822E1,7.277171612E-1,-9.993025780E0,-1.213759303E0
4.111338416E1,8.811569214E-1,-9.985847473E0,-1.271187067E0
4.111578010E1,9.864411354E-1,-9.949954987E0,-1.319043517E0
4.111817525E1,1.110867858E0,-9.897313118E0,-1.321436286E0
4.112057041E1,1.204187989E0,-9.875777245E0,-1.256830096E0
4.112296640E1,1.278365493E0,-9.830313683E0,-1.130010486E0
4.112536234E1,1.407876968E0,-9.810872078E0,-9.098708034E-1
4.112775749E1,1.455733418E0,-9.779765129E0,-7.037889361E-1
4.113015265E1,1.390828133E0,-9.724730492E0,-4.956133962E-1
4.113254864E1,1.199402332E0,-9.633803368E0,-4.549354017E-1
4.113494458E1,9.888339639E-1,-9.492626190E0,-4.764707983E-1
4.113733968E1,6.439684033E-1,-9.296415329E0,-4.238287210E-1
4.113973484E1,2.826521695E-1,-9.116654396E0,-3.352942765E-1
4.114213083E1,4.067798331E-2,-8.910871506E0,-2.033899277E-1
4.114452676E1,-1.986042857E-1,-8.724231720E0,-5.982056633E-2
4.114692192E1,-5.291129351E-1,-8.515756607E0,1.794617027E-1
4.114931708E1,-7.899305820E-1,-8.341080666E0,4.501497746E-1
4.115171306E1,-1.079761267E0,-8.250153542E0,7.899305820E-1
4.115410900E1,-1.307079315E0,-8.067999840E0,1.094118118E0
4.115650411E1,-1.563410521E0,-7.977072716E0,1.290329576E0
4.115889932E1,-1.706979871E0,-7.931608677E0,1.484447360E0
4.116129525E1,-1.706979871E0,-7.945965767E0,1.572981834E0
4.116369119E1,-1.642373681E0,-7.991429329E0,1.582553029E0
4.116608635E1,-1.623231053E0,-8.012965202E0,1.630409479E0
4.116848150E1,-1.575374603E0,-7.989036560E0,1.663909078E0
4.117087749E1,-1.494018674E0,-7.986643791E0,1.687837243E0
4.117327343E1,-1.455733418E0,-7.972286701E0,1.659123421E0
4.117566853E1,-1.436590910E0,-7.955537319E0,1.587338686E0
4.117806374E1,-1.390828133E0,-7.974679470E0,1.472483277E0
4.118045968E1,-1.366899967E0,-8.036892891E0,1.374078393E0
4.118285562E1,-1.388435364E0,-8.077570915E0,1.240080357E0
4.118525077E1,-1.204187989E0,-8.204689980E0,1.055832982E0
4.118764593E1,-1.060618639E0,-8.286046028E0,9.361918569E-1
4.119004192E1,-1.043868899E0,-8.338687897E0,8.907282352E-1
4.119243786E1,-8.787640929E-1,-8.348258972E0,9.098708034E-1
4.119483301E1,-8.377870321E-1,-8.372187614E0,8.739784956E-1
4.119722817E1,-7.061817646E-1,-8.381758690E0,8.377870321E-1
4.119962416E1,-6.463612318E-1,-8.424829483E0,7.253243923E-1
4.120202010E1,-5.889334679E-1,-8.494221687E0,5.985047817E-1
4.120441520E1,-6.032904387E-1,-8.580363274E0,5.817549825E-1
4.120681041E1,-3.616153300E-1,-8.644968987E0,4.142574072E-1
4.120920635E1,-2.416750938E-1,-8.666504860E0,4.046861231E-1
4.121160228E1,-1.196411327E-1,-8.714659691E0,4.334000051E-1
4.121399744E1,-1.555334777E-1,-8.781659126E0,4.836492836E-1
4.121639260E1,-7.178468257E-2,-8.812766075E0,4.788636267E-1
4.121878859E1,6.221338734E-2,-8.858229637E0,4.573282301E-1
4.122118452E1,-4.307080805E-2,-8.953942299E0,5.410770178E-1
4.122357963E1,6.460621208E-2,-8.985049248E0,5.697908998E-1
4.122597484E1,-2.632104978E-2,-9.080761909E0,6.942176819E-1
4.122837077E1,-4.067798331E-2,-9.121439934E0,7.468597889E-1
4.123076671E1,-9.332008660E-2,-9.150154114E0,8.377870321E-1
4.123316187E1,-1.292124242E-1,-9.205188751E0,8.306085467E-1
4.123555702E1,-1.627119333E-1,-9.226723671E0,8.763712645E-1
4.123795301E1,-5.003990531E-1,-9.104690552E0,9.720842242E-1
4.124034895E1,-6.655037999E-1,-9.176474571E0,1.024726272E0
4.124274411E1,-5.961119533E-1,-9.380164146E0,1.003190875E0
4.124513926E1,-4.764707983E-1,-9.636196136E0,9.601200819E-1
4.124753520E1,-4.573282301E-1,-9.818050385E0,9.337990284E-1
4.124993114E1,-5.099703074E-1,-9.940383911E0,8.715856671E-1
4.125232630E1,-5.985047817E-1,-9.981060982E0,8.353942037E-1
4.125472150E1,-7.899305820E-1,-1.005284595E1,7.683951855E-1
4.125711744E1,-9.122636318E-1,-1.012941647E1,6.678966284E-1
4.125951338E1,-1.024726272E0,-1.017488003E1,5.434698462E-1
4.126190853E1,-1.156331539E0,-1.022752190E1,3.831507266E-1
4.126430369E1,-1.307079315E0,-1.027298546E1,1.938186288E-1
4.126669968E1,-1.470090389E0,-1.027777100E1,-2.392822644E-3
4.126909562E1,-1.608874083E0,-1.029212856E1,-1.459621787E-1
4.127149072E1,-1.809871197E0,-1.033519936E1,-2.994019389E-1
4.127388593E1,-1.958226204E0,-1.029930687E1,-4.860421121E-1
