"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.356862033E1,1.554517365E0,-8.802145844E0,4.125271454E0
2.357857233E1,2.004781036E0,-9.023834839E0,4.073030090E0
2.358852433E1,2.287992096E0,-9.277407532E0,3.774101715E0
2.359847733E1,2.437231750E0,-9.406888275E0,3.807482300E0
2.360842933E1,2.081421661E0,-9.639803925E0,3.645369415E0
2.361838133E1,1.416654053E0,-1.015293686E1,3.711531830E0
2.362833333E1,6.879693604E-1,-1.053045181E1,4.161047058E0
2.363828533E1,4.333488464E-1,-1.055724609E1,5.006938019E0
2.364823733E1,7.604187012E-1,-1.030337402E1,5.824388123E0
2.365819033E1,1.675465851E0,-9.952653351E0,6.281537476E0
2.366814233E1,2.631827087E0,-9.687704315E0,6.304140472E0
2.367809433E1,3.399879913E0,-9.805808716E0,6.156996460E0
2.368804633E1,3.605252838E0,-1.019335281E1,6.148613892E0
2.369799833E1,3.128793640E0,-1.077309723E1,6.034251709E0
2.370795033E1,2.858904877E0,-1.127665009E1,6.465953979E0
2.371790333E1,2.722837830E0,-1.124790985E1,5.696104889E0
2.372785533E1,2.959645386E0,-1.122755219E1,4.482877808E0
2.373780733E1,3.013982391E0,-1.216265762E1,4.309538269E0
2.374775933E1,3.049608307E0,-1.301588333E1,5.222489777E0
2.375771133E1,2.471061401E0,-1.379097153E1,5.700445862E0
2.376766333E1,1.906435547E0,-1.458971054E1,5.986950073E0
2.377761633E1,2.093696136E0,-1.447175583E1,6.133495331E0
2.378756833E1,2.809657288E0,-1.328502365E1,5.473817139E0
2.379752033E1,3.245700531E0,-1.174637329E1,4.412823486E0
2.380747233E1,3.124153290E0,-1.024843826E1,3.347189484E0
2.381742433E1,2.649640045E0,-8.927135925E0,2.861000519E0
2.382737633E1,2.348915405E0,-7.827672272E0,2.595303040E0
2.383732933E1,2.467917938E0,-7.072342987E0,2.160008240E0
2.384728133E1,2.826272736E0,-6.646777954E0,2.628683624E0
2.385723333E1,3.099005585E0,-6.782695313E0,3.297642517E0
2.386718533E1,3.142565002E0,-7.253316650E0,3.739673309E0
2.387713733E1,2.697390747E0,-8.108188934E0,3.734284515E0
2.388708933E1,2.048340454E0,-9.157057800E0,3.733536072E0
2.389704133E1,1.284927979E0,-1.020652542E1,4.371060333E0
2.390699433E1,1.020877075E0,-1.096679443E1,5.365143127E0
2.391694633E1,1.410067749E0,-1.099284027E1,4.890031128E0
2.392689833E1,2.454745331E0,-1.111184280E1,2.564616852E0
2.393685033E1,3.506158905E0,-1.075723022E1,9.283694458E-1
2.394680233E1,4.154909821E0,-9.637408905E0,1.044827271E0
2.395675433E1,4.736300812E0,-8.268655243E0,8.571176147E-1
2.396670733E1,4.926704865E0,-7.012766876E0,1.173709259E0
2.397665933E1,4.766238556E0,-6.234535217E0,2.209854584E0
2.398661133E1,3.526366882E0,-5.895639954E0,3.966152344E0
2.399656333E1,3.248544617E0,-6.343807983E0,4.919968872E0
2.400651533E1,3.665278015E0,-7.200476532E0,3.552562408E0
2.401646733E1,3.651955719E0,-7.662266235E0,1.694626007E0
2.402642033E1,3.468736725E0,-7.949518890E0,1.106199646E0
2.403637233E1,2.601140900E0,-8.377778320E0,2.639610901E0
2.404632433E1,2.496059418E0,-8.296647034E0,3.107687531E0
2.405627633E1,2.627635803E0,-7.763904877E0,3.479963379E0
2.406622833E1,2.491718445E0,-7.002438354E0,3.799698486E0
2.407618033E1,2.615211639E0,-6.437064056E0,3.142265625E0
2.408613233E1,2.721191254E0,-5.983507233E0,2.548450470E0
2.409608533E1,2.601440277E0,-5.627996521E0,2.568808136E0
2.410603733E1,2.227068787E0,-5.366640015E0,2.628983002E0
2.411598933E1,1.844165039E0,-5.487289124E0,2.499202881E0
2.412594133E1,1.628463593E0,-5.951324158E0,2.392325134E0
2.413589333E1,1.487905884E0,-6.061045990E0,2.198328552E0
2.414584533E1,1.449735260E0,-5.900429993E0,2.006128235E0
2.415579833E1,1.392554169E0,-5.676795044E0,2.400857391E0
2.416575033E1,1.655706940E0,-5.640570374E0,2.782563629E0
2.417570233E1,2.502795410E0,-5.853727112E0,3.149600372E0
2.418565433E1,3.598816223E0,-6.292614441E0,3.601211243E0
2.419560633E1,4.498744812E0,-6.929240570E0,4.205205231E0
2.420555833E1,5.082680511E0,-7.789052582E0,4.682412872E0
2.421551133E1,4.979544983E0,-8.428971863E0,4.925956421E0
2.422546333E1,4.385280762E0,-8.782087555E0,4.876559143E0
2.423541533E1,3.837569733E0,-8.816515961E0,4.595892792E0
2.424536733E1,3.376079407E0,-8.289911041E0,4.263733521E0
2.425531933E1,3.147355042E0,-7.695197754E0,3.833079071E0
2.426527133E1,3.291205902E0,-7.394323425E0,3.548371124E0
2.427522433E1,3.607647858E0,-7.149582367E0,3.829636230E0
2.428517633E1,3.912414093E0,-7.177873535E0,4.232448578E0
2.429512833E1,4.025728455E0,-7.619904327E0,4.620441742E0
2.430508033E1,4.178261261E0,-8.398884430E0,4.325854340E0
2.431503233E1,5.020559692E0,-9.140891418E0,4.282594299E0
2.432498433E1,5.541925507E0,-7.526348877E0,1.014709900E1
2.433493733E1,9.833501129E0,-9.432185669E0,9.273964691E0
2.434488933E1,8.974138184E0,-1.545057037E1,3.414250031E0
2.435484133E1,7.134014740E0,-1.487187378E1,7.701484680E0
2.436479333E1,5.789360962E0,-1.268177811E1,1.011641281E1
2.437474533E1,3.732787628E0,-1.140643021E1,5.923931122E0
2.438469733E1,3.321443024E0,-9.592651978E0,5.458997955E0
2.439464933E1,3.102149048E0,-9.233249359E0,5.177433472E0
2.440460233E1,4.287384338E0,-9.334588623E0,3.653602295E0
2.441455433E1,5.472619629E0,-9.088200989E0,2.791095886E0
2.442450633E1,5.633535004E0,-8.255482635E0,2.763852539E0
2.443445833E1,4.809947662E0,-7.460635529E0,3.227438507E0
2.444441033E1,3.822900238E0,-7.013964386E0,3.801045685E0
2.445436233E1,3.003204803E0,-6.695127411E0,4.264481964E0
2.446431533E1,2.374512177E0,-6.598428497E0,4.394262085E0
2.447426712E1,2.069895630E0,-6.847360840E0,4.595593414E0
2.448421913E1,1.941762085E0,-7.313641205E0,4.585863647E0
2.449417112E1,2.100282440E0,-7.817643127E0,4.304448853E0
2.450412312E1,2.432292023E0,-8.354127502E0,3.930376740E0
2.451407512E1,2.588267670E0,-8.979676666E0,3.643124084E0
2.452402812E1,2.863395538E0,-9.476643219E0,3.268602905E0
2.453398012E1,2.974314880E0,-9.462273102E0,2.947520599E0
2.454393212E1,2.572849731E0,-8.886270905E0,2.978206787E0
2.455388412E1,2.381098480E0,-8.291407928E0,3.336860962E0
2.456383612E1,2.591261444E0,-7.824528809E0,3.594175873E0
2.457378812E1,2.957100677E0,-7.642507324E0,3.453468475E0
2.458374112E1,3.099754028E0,-7.555687866E0,3.499123535E0
2.459369312E1,3.101550293E0,-7.429500275E0,3.602109375E0
2.460364512E1,2.900368652E0,-7.140900421E0,3.240311737E0
2.461359713E1,2.518812103E0,-7.100933533E0,2.862048340E0
2.462354912E1,2.231858826E0,-7.177723846E0,2.744842072E0
2.463350113E1,2.095342712E0,-7.279661865E0,2.447859650E0
2.464345312E1,1.807191925E0,-7.265591125E0,2.261946259E0
2.465340613E1,9.924362183E-1,-7.283853149E0,2.781066742E0
2.466335812E1,6.472540283E-1,-7.568261719E0,3.025209045E0
2.467331013E1,5.195695496E-1,-7.776478729E0,3.094814301E0
2.468326212E1,5.653742981E-1,-7.701334991E0,3.062631226E0
2.469321412E1,1.432371368E0,-7.414531403E0,2.005080414E0
2.470316612E1,8.065228271E-1,-7.182364197E0,2.926863556E0
2.471311912E1,2.002835083E-1,-8.094866638E0,3.433559875E0
2.472307112E1,1.171912994E0,-8.273744659E0,2.486329651E0
2.473302312E1,1.143472137E0,-7.419920197E0,2.834655304E0
2.474297512E1,1.500629425E0,-7.061116333E0,3.232378235E0
2.475292712E1,1.817221069E0,-6.830296326E0,3.289110260E0
2.476287912E1,1.551373901E0,-7.072342987E0,3.333867188E0
2.477283212E1,1.431922302E0,-7.639812927E0,3.451372833E0
2.478278412E1,1.687291260E0,-8.045020294E0,3.619622955E0
2.479273612E1,1.826352081E0,-8.161927185E0,4.010310516E0
2.480268812E1,1.770967255E0,-8.300239563E0,4.268673248E0
2.481264012E1,1.666783905E0,-8.507259064E0,4.323010254E0
2.482259213E1,1.774559784E0,-8.808881836E0,4.084406433E0
2.483254412E1,2.026336212E0,-8.861721954E0,4.007316742E0
2.484249713E1,2.154469757E0,-8.702602844E0,3.982917480E0
2.485244912E1,2.047142944E0,-8.505762177E0,3.761228485E0
2.486240113E1,1.831142120E0,-8.541986847E0,3.528462524E0
2.487235312E1,1.357826385E0,-8.682843933E0,3.603456573E0
2.488230513E1,1.003064117E0,-8.858428802E0,3.920048218E0
2.489225712E1,9.990225220E-1,-9.067693634E0,4.233945465E0
2.490221013E1,1.296903076E0,-9.223968658E0,4.357438660E0
2.491216212E1,1.652413788E0,-9.358987885E0,4.448150024E0
2.492211412E1,1.879042511E0,-9.540859680E0,4.408183136E0
2.493206612E1,1.930385742E0,-9.626331940E0,4.328249359E0
2.494201812E1,1.855242004E0,-9.806407471E0,4.376598816E0
2.495197012E1,1.649420013E0,-1.037776932E1,4.921765137E0
2.496192312E1,1.614392853E0,-1.109926895E1,6.119125214E0
2.497187512E1,2.003433838E0,-1.150268005E1,6.508016510E0
2.498182712E1,2.794239349E0,-1.110810059E1,5.253475342E0
2.499177912E1,3.795207825E0,-1.097128510E1,4.343068542E0
2.500173112E1,3.698658600E0,-1.199889816E1,4.736600189E0
2.501168313E1,2.656076660E0,-1.315823730E1,5.600453796E0
2.502163612E1,1.606159973E0,-1.403930511E1,5.840404816E0
2.503158813E1,1.421743469E0,-1.522349258E1,5.317093048E0
2.504154012E1,2.238145752E0,-1.563483719E1,5.197042694E0
2.505149213E1,3.290457458E0,-1.453312820E1,4.715793457E0
2.506144412E1,3.814367981E0,-1.298325119E1,3.903432770E0
2.507139613E1,3.891906738E0,-1.140313705E1,3.171155548E0
2.508134812E1,3.656446381E0,-9.968220978E0,2.969824219E0
2.509130113E1,2.940784607E0,-8.632249146E0,3.088078308E0
2.510125312E1,2.349813538E0,-7.488178253E0,3.089575195E0
2.511120512E1,1.828447723E0,-6.548133087E0,3.415746918E0
2.512115712E1,1.572030945E0,-6.074368286E0,3.825594635E0
2.513110912E1,1.376986542E0,-5.806126099E0,4.537963257E0
2.514106112E1,1.139280853E0,-6.228547668E0,5.123395844E0
2.515101412E1,8.017327881E-1,-7.112758942E0,5.059778137E0
2.516096612E1,1.179547119E-1,-7.990533600E0,5.114414520E0
2.517091812E1,1.172062683E-1,-9.248816986E0,4.968468018E0
2.518087012E1,4.480183411E-1,-1.035786072E1,4.925058289E0
2.519082212E1,1.376836853E0,-1.107052872E1,4.720284119E0
2.520077412E1,2.326911163E0,-1.152827682E1,3.397335205E0
2.521072712E1,3.146007843E0,-1.166479294E1,1.404678955E0
2.522067913E1,4.290976868E0,-1.097397949E1,1.539548492E0
2.523063112E1,4.930447083E0,-9.702523499E0,1.437610474E0
2.524058313E1,4.851112061E0,-8.438851318E0,1.089584198E0
2.525053512E1,5.019960938E0,-7.344477081E0,2.251917114E0
2.526048713E1,4.505181427E0,-6.614145813E0,4.295766907E0
2.527043912E1,3.514990540E0,-6.625671844E0,6.070326691E0
2.528039213E1,3.217259674E0,-7.215595093E0,5.777535553E0
2.529034412E1,3.087629242E0,-8.392447815E0,4.338727570E0
2.530029613E1,2.963537292E0,-8.947493591E0,2.332150269E0
2.531024812E1,2.590363312E0,-8.862320709E0,1.670077057E0
2.532020012E1,1.950593719E0,-8.780890045E0,2.511477356E0
2.533015212E1,1.812131653E0,-8.416996765E0,2.915337524E0
2.534010512E1,2.114502869E0,-7.929759979E0,2.704126740E0
2.535005712E1,2.219883728E0,-7.514224091E0,2.651585999E0
2.536000912E1,2.207609253E0,-7.050039368E0,2.418221283E0
2.536996112E1,2.166893921E0,-6.605912933E0,2.341880035E0
2.537991312E1,2.059866486E0,-6.263724518E0,2.621348877E0
2.538986512E1,1.868713989E0,-5.902375946E0,2.801274719E0
2.539981812E1,1.692829742E0,-5.693111115E0,2.576591949E0
2.540977012E1,1.631457367E0,-5.687722321E0,2.227966919E0
2.541972212E1,1.501377869E0,-5.898633728E0,1.966161346E0
2.542967413E1,1.365610199E0,-5.959407349E0,1.962868195E0
2.543962612E1,1.591939545E0,-6.062692566E0,2.092199249E0
2.544957813E1,2.054178314E0,-6.193819885E0,2.291135559E0
2.545953012E1,2.772534485E0,-6.311325531E0,2.386187897E0
2.546948358E1,3.241359558E0,-6.385122070E0,2.421215057E0
2.547943558E1,3.603456573E0,-6.646628265E0,2.704276428E0
2.548938758E1,3.788621521E0,-6.753056946E0,3.042123871E0
2.549933958E1,3.640429688E0,-6.979236603E0,3.265309753E0
2.550929158E1,3.307372284E0,-7.352111206E0,3.467988281E0
2.551924358E1,3.043171692E0,-7.646399231E0,3.765120392E0
2.552919658E1,3.119063873E0,-7.964487762E0,3.878285065E0
2.553914858E1,3.429368591E0,-8.179440765E0,3.936214600E0
2.554910058E1,3.852837982E0,-8.251291351E0,4.035458221E0
2.555905258E1,4.332440643E0,-8.227790222E0,4.240382080E0
2.556900458E1,4.789739685E0,-8.301586761E0,4.458179169E0
2.557895658E1,5.325475616E0,-8.430768127E0,4.470004578E0
2.558890958E1,5.490133209E0,-7.356601868E0,7.329358521E0
2.559886158E1,6.320157166E0,-5.013823700E0,1.180115936E1
2.560881358E1,1.058374100E1,-9.510772247E0,7.940088501E0
2.561876558E1,1.071202423E1,-1.507350449E1,2.964285736E0
2.562871758E1,7.288942566E0,-1.509520935E1,3.781735840E0
2.563866958E1,6.672973480E0,-1.372361160E1,6.884034576E0
2.564862158E1,5.426066437E0,-1.317664902E1,6.159241791E0
2.565857458E1,3.614383850E0,-1.313862808E1,3.306474152E0
2.566852658E1,2.718347168E0,-1.267773651E1,4.854554901E0
2.567847858E1,2.288291473E0,-1.114267868E1,6.365961914E0
2.568843058E1,2.488125916E0,-8.387358398E0,6.988816681E0
2.569838258E1,2.019001465E0,-6.526278534E0,5.680986328E0
2.570833458E1,2.342927856E0,-6.607709198E0,3.673211517E0
2.571828758E1,3.072211304E0,-7.183561707E0,2.357597351E0
2.572823958E1,3.672014008E0,-7.243287506E0,2.083816681E0
2.573819158E1,3.985611877E0,-7.247478790E0,2.916085968E0
2.574814358E1,4.100572815E0,-7.457941132E0,4.049828339E0
2.575809558E1,4.080514526E0,-7.745792542E0,4.394411774E0
2.576804758E1,4.033512268E0,-8.071215820E0,4.046235809E0
2.577799958E1,3.872147827E0,-8.489446106E0,3.413950653E0
2.578795258E1,3.581901398E0,-9.083111572E0,3.018922119E0
2.579790458E1,3.009791107E0,-9.355994110E0,3.144061890E0
2.580785658E1,2.420017548E0,-9.133406982E0,3.632945251E0
2.581780858E1,2.165995789E0,-8.717122650E0,4.131708069E0
2.582776058E1,2.419867859E0,-8.467890930E0,4.144581299E0
2.583771258E1,2.542163544E0,-8.170758820E0,3.637884979E0
2.584766558E1,2.581831055E0,-7.986941071E0,3.160827026E0
2.585761758E1,2.707719269E0,-7.725883942E0,2.836900635E0
2.586756958E1,2.746638336E0,-7.247778168E0,2.518363037E0
2.587752158E1,2.806813202E0,-6.896608429E0,2.562072144E0
2.588747358E1,3.299588470E0,-6.455625458E0,2.968626709E0
2.589742558E1,3.185825043E0,-5.850583649E0,3.449576569E0
2.590737758E1,2.694546661E0,-6.194718018E0,4.121678925E0
2.591733058E1,2.810555420E0,-6.583160248E0,3.420387268E0
2.592728258E1,2.458786926E0,-6.746470642E0,2.351759491E0
2.593723458E1,1.937720490E0,-6.747817841E0,2.231110382E0
2.594718658E1,1.695673828E0,-6.904092865E0,2.778522034E0
2.595713858E1,1.311871948E0,-6.866820374E0,3.436553650E0
2.596709058E1,7.987390137E-1,-6.874155121E0,3.602558441E0
2.597704358E1,7.653584290E-1,-7.342531128E0,3.153342590E0
2.598699558E1,9.888436890E-1,-8.064030762E0,2.780168610E0
2.599694758E1,1.739233246E0,-7.499554596E0,2.298769684E0
2.600689958E1,1.832489319E0,-6.739734650E0,3.102598114E0
2.601685158E1,1.836081848E0,-6.834936676E0,3.337160339E0
2.602680358E1,1.876647491E0,-6.859186249E0,3.459456024E0
2.603675558E1,2.054926758E0,-6.885082397E0,3.616479492E0
2.604670858E1,2.276016998E0,-7.299570465E0,3.086132355E0
2.605666058E1,2.269879761E0,-7.849377136E0,3.178939362E0
2.606661258E1,2.235002289E0,-8.220455475E0,3.453169098E0
2.607656458E1,2.031575317E0,-8.433761902E0,3.398083649E0
2.608651658E1,1.908381500E0,-8.391399994E0,3.517984314E0
2.609646858E1,1.994302826E0,-8.474327545E0,3.480262756E0
2.610642158E1,1.716779938E0,-8.758586426E0,3.351979523E0
2.611637358E1,1.024918671E0,-9.172775116E0,3.275039520E0
2.612632558E1,1.026864624E-1,-9.565258942E0,3.010838928E0
2.613627758E1,-6.306385803E-1,-1.002884491E1,3.100652161E0
2.614622958E1,-9.419911194E-1,-1.021460861E1,3.759581909E0
2.615618158E1,-3.833528137E-1,-1.011746063E1,4.392914886E0
2.616613358E1,7.119195557E-1,-1.020757324E1,4.886438599E0
2.617608658E1,1.669029236E0,-1.037687119E1,5.205125885E0
2.618603858E1,2.363285522E0,-1.055515045E1,5.077441406E0
2.619599058E1,2.876119080E0,-1.057056839E1,4.675227814E0
2.620594258E1,2.830613708E0,-1.067400330E1,4.012406158E0
2.621589458E1,2.225871277E0,-1.110854965E1,3.938759308E0
2.622584658E1,1.841470642E0,-1.198916840E1,4.810546417E0
2.623579958E1,1.128353577E0,-1.224558517E1,4.898264008E0
2.624575158E1,1.556163940E0,-1.174427765E1,4.529580688E0
2.625570358E1,2.204316101E0,-1.214095276E1,4.325405273E0
2.626565558E1,1.686243439E0,-1.298235306E1,4.932542725E0
2.627560758E1,1.250349884E0,-1.355326584E1,5.953868866E0
2.628555958E1,1.258133698E0,-1.401415741E1,6.230044556E0
2.629551258E1,1.944905548E0,-1.363080460E1,6.311475220E0
2.630546458E1,2.789449310E0,-1.271605682E1,5.281916199E0
2.631541658E1,3.338956604E0,-1.178095139E1,4.035757599E0
2.632536858E1,3.309018860E0,-1.099688187E1,3.295097809E0
2.633532058E1,3.096909943E0,-1.016910324E1,2.821482697E0
2.634527258E1,2.660567322E0,-9.303004303E0,2.374961243E0
2.635522458E1,2.472558289E0,-8.516090698E0,2.480042725E0
2.636517758E1,3.019221497E0,-7.783065033E0,3.044369202E0
2.637512958E1,3.667972412E0,-7.131619720E0,3.817810822E0
2.638508158E1,4.102818146E0,-6.803052979E0,4.471052399E0
2.639503358E1,3.976031799E0,-6.601272583E0,4.882097626E0
2.640498558E1,3.635789337E0,-6.714137878E0,4.953648834E0
2.641493758E1,3.329077148E0,-7.283104706E0,4.997507629E0
2.642488958E1,3.176843719E0,-7.738008728E0,5.204227753E0
2.643484258E1,2.863545227E0,-8.240214386E0,4.955894165E0
2.644479458E1,2.938838654E0,-9.436975708E0,3.658691711E0
2.645474658E1,2.858904877E0,-1.057895096E1,2.534529419E0
2.646469858E1,2.518363037E0,-1.118653748E1,2.215991821E0
2.647465000E1,2.599045258E0,-1.090856552E1,1.627116394E0
2.648460200E1,2.847229156E0,-9.708211670E0,1.191073151E0
2.649455500E1,3.639082489E0,-8.506809998E0,2.784060516E0
2.650450700E1,3.275937653E0,-7.605683899E0,3.727398834E0
2.651445900E1,2.923720093E0,-7.368576965E0,4.207899628E0
2.652441100E1,2.704875183E0,-7.168592834E0,3.947740631E0
2.653436300E1,3.243754578E0,-7.333998871E0,3.836521912E0
2.654431500E1,3.453468475E0,-7.854616241E0,2.564467163E0
2.655426700E1,3.275937653E0,-8.205785980E0,1.731748810E0
2.656422000E1,3.201841736E0,-8.019573212E0,1.908980255E0
2.657417200E1,3.065625000E0,-7.342381439E0,2.497855682E0
2.658412400E1,3.019520874E0,-6.715335388E0,3.121758270E0
2.659407600E1,2.779120789E0,-6.076463928E0,3.211571503E0
2.660402800E1,2.611768799E0,-5.717360687E0,3.040477295E0
2.661398000E1,2.640209656E0,-5.365741882E0,2.849773865E0
2.662393300E1,2.572101288E0,-5.306315460E0,2.834505615E0
2.663388500E1,2.117646332E0,-5.515280914E0,2.941533051E0
2.664383700E1,1.857786713E0,-5.646557922E0,3.222199402E0
2.665378900E1,1.881736908E0,-5.448070679E0,3.376827850E0
2.666374100E1,2.132465515E0,-5.893843689E0,3.330124969E0
2.667369300E1,2.179018707E0,-6.363866272E0,3.242856445E0
2.668364500E1,2.208357697E0,-6.603517914E0,3.148702240E0
2.669359800E1,2.352507935E0,-6.564149780E0,3.395988007E0
2.670355000E1,2.678829346E0,-6.325545959E0,3.771557007E0
2.671350200E1,3.010689240E0,-6.241271210E0,3.759731598E0
2.672345400E1,3.278332672E0,-6.423891449E0,3.626508636E0
2.673340600E1,3.340303802E0,-6.830595703E0,3.488944702E0
2.674335800E1,3.134930878E0,-7.113357697E0,3.657643890E0
2.675331100E1,2.865191803E0,-7.311695251E0,3.881129150E0
2.676326300E1,2.648891602E0,-7.271578674E0,3.784130859E0
2.677321500E1,2.391277313E0,-6.783144379E0,3.643573151E0
2.678316700E1,2.372117157E0,-6.318809967E0,3.743864594E0
2.679311900E1,2.733465729E0,-6.087840271E0,3.944746857E0
2.680307100E1,3.580703888E0,-6.182742920E0,4.327351227E0
2.681302300E1,4.735103302E0,-6.707252197E0,4.918022919E0
2.682297600E1,5.825735321E0,-7.426805878E0,5.350773010E0
2.683292800E1,6.691983948E0,-8.347840576E0,5.046904907E0
2.684288000E1,7.140301666E0,-8.708291016E0,5.281167755E0
2.685283200E1,6.568341064E0,-7.137906647E0,8.390501862E0
2.686278400E1,1.000489471E1,-8.298592987E0,7.644153900E0
2.687273600E1,1.268791534E1,-1.356494156E1,4.672234039E0
2.688268900E1,7.335645447E0,-1.402463562E1,4.876110077E0
2.689264100E1,6.507268066E0,-1.176822784E1,8.366252289E0
2.690259300E1,5.879623260E0,-1.104837479E1,8.811725922E0
2.691254500E1,4.350702667E0,-1.072115524E1,7.097640381E0
2.692249700E1,3.467389526E0,-1.089344696E1,7.452402649E0
2.693244900E1,2.520458679E0,-1.118638779E1,6.671626282E0
2.694240100E1,3.322341156E0,-1.105181763E1,4.985682220E0
2.695235400E1,4.359234924E0,-1.065574127E1,2.537972260E0
2.696230600E1,5.117857361E0,-1.003243744E1,2.393372955E0
2.697225800E1,4.808600464E0,-8.697812805E0,3.492088165E0
2.698221000E1,4.070335693E0,-7.331753540E0,4.417014771E0
2.699216200E1,3.232078857E0,-6.316864014E0,5.014871521E0
2.700211400E1,2.303110657E0,-5.745951233E0,5.047204285E0
2.701206700E1,1.472487946E0,-5.515879669E0,4.863236847E0
2.702201900E1,1.096619568E0,-5.796096954E0,4.833149414E0
2.703197100E1,1.338217163E0,-6.429729309E0,4.874762878E0
2.704192300E1,2.063459015E0,-7.422614594E0,4.478985901E0
2.705187500E1,2.843486938E0,-8.558452606E0,4.039799194E0
2.706182700E1,3.503763885E0,-9.416168976E0,3.909420319E0
2.707177900E1,3.816014557E0,-9.856403503E0,3.761677551E0
2.708173200E1,3.601660309E0,-9.841284943E0,3.732787628E0
2.709168400E1,3.132685547E0,-9.556576996E0,4.015399933E0
2.710163600E1,2.879861298E0,-9.239835663E0,4.192781067E0
2.711158800E1,2.326462097E0,-9.164093170E0,3.230581970E0
2.712154000E1,1.981279907E0,-9.375303955E0,2.312091980E0
2.713149200E1,2.220482483E0,-9.147028656E0,2.440674591E0
2.714144400E1,2.566113739E0,-8.546776886E0,2.761607208E0
2.715139700E1,2.953358459E0,-7.946225739E0,3.067570953E0
2.716134900E1,2.912044373E0,-7.471862183E0,2.994822235E0
2.717130100E1,2.418820038E0,-7.140900421E0,3.137176208E0
2.718125300E1,1.909728699E0,-7.124584351E0,3.130140839E0
2.719120500E1,1.324595490E0,-6.945107574E0,3.097508698E0
2.720115700E1,7.158114624E-1,-6.797664185E0,3.314108276E0
2.721111000E1,5.275030518E-1,-6.718927917E0,3.471580811E0
2.722106200E1,7.071295166E-1,-6.491700439E0,3.373684387E0
2.723101400E1,1.420096893E0,-5.901028748E0,2.696043549E0
2.724096600E1,-7.888595581E-2,-6.210585022E0,4.074676666E0
2.725091800E1,6.420149231E-1,-7.681725769E0,3.035687256E0
2.726087000E1,1.657503204E0,-7.826624451E0,2.041903839E0
2.727082200E1,1.100212097E0,-7.633376312E0,2.645748138E0
2.728077500E1,1.090931396E0,-7.970924377E0,2.679577789E0
2.729072700E1,9.223818970E-1,-8.203690338E0,2.411634979E0
2.730067900E1,6.201603699E-1,-8.354576569E0,2.867586823E0
2.731063100E1,8.999285889E-1,-8.642128601E0,3.191513214E0
2.732058300E1,1.458267517E0,-8.612190857E0,3.627257080E0
2.733053500E1,1.916315002E0,-7.978708191E0,3.992198181E0
2.734048800E1,2.331850891E0,-7.311844940E0,3.998335419E0
2.735044000E1,2.616858215E0,-6.962471466E0,4.050876160E0
2.736039200E1,2.656226349E0,-6.940018158E0,4.231251068E0
2.737034400E1,2.499951324E0,-7.029981079E0,4.723277893E0
2.738029600E1,2.556383972E0,-7.149732056E0,5.182672577E0
2.739024800E1,2.464624786E0,-7.279961243E0,5.300327911E0
2.740020000E1,2.192191315E0,-7.493866425E0,5.294939117E0
2.741015300E1,1.812431030E0,-7.888894958E0,5.354964294E0
2.742010500E1,1.501228180E0,-8.383765869E0,5.342839508E0
2.743005700E1,1.208287354E0,-8.791967010E0,5.226980438E0
2.744000900E1,9.505233765E-1,-9.314979401E0,5.159321136E0
2.744996100E1,8.840615845E-1,-9.836045837E0,5.171745300E0
2.745991300E1,1.153800659E0,-1.014934433E1,5.327571259E0
2.746986500E1,1.544637909E0,-1.026505371E1,5.427413635E0
2.747981787E1,1.868713989E0,-1.046159500E1,5.357359314E0
2.748976987E1,2.124532013E0,-1.078477295E1,5.787115631E0
2.749972187E1,2.450254669E0,-1.079180832E1,5.974825287E0
2.750967387E1,2.477498016E0,-1.048195267E1,4.942721558E0
2.751962587E1,3.269650726E0,-1.043495041E1,4.410278778E0
2.752957788E1,3.197800140E0,-1.195938034E1,4.717889099E0
2.753953087E1,2.238594818E0,-1.351943619E1,5.351222076E0
2.754948288E1,1.093476105E0,-1.412103516E1,5.705385590E0
2.755943487E1,5.233117676E-1,-1.463252151E1,5.908513184E0
2.756938688E1,8.782237244E-1,-1.480137039E1,6.532864838E0
2.757933887E1,1.825004883E0,-1.397508865E1,6.941365356E0
2.758929088E1,2.862647095E0,-1.221025864E1,6.394253082E0
2.759924287E1,3.500620422E0,-1.051683014E1,5.372178497E0
2.760919588E1,3.492088165E0,-9.343719635E0,4.316274261E0
2.761914787E1,3.524720306E0,-8.308771820E0,3.322640533E0
2.762909987E1,2.968327332E0,-7.494465179E0,2.778671722E0
2.763905187E1,2.424208832E0,-7.105873260E0,2.386337585E0
2.764900387E1,2.401905212E0,-6.849606171E0,3.011138306E0
2.765895587E1,2.263443146E0,-6.393654327E0,4.260140991E0
2.766890887E1,2.249821472E0,-6.041436768E0,5.946534119E0
2.767886087E1,2.486179962E0,-6.707850952E0,6.942712555E0
2.768881287E1,2.561772766E0,-7.575297089E0,6.802304535E0
2.769876487E1,3.010838928E0,-8.727301483E0,6.710096283E0
2.770871687E1,3.541335754E0,-9.805509338E0,6.248755646E0
2.771866888E1,4.055815887E0,-1.076276871E1,5.137765961E0
2.772862087E1,4.838089142E0,-1.156450150E1,2.751428375E0
2.773857388E1,5.201533356E0,-1.169697601E1,8.020321655E-1
2.774852587E1,4.902455292E0,-1.103490280E1,2.026785278E-1
